verb	freq	adv_continuous	adv_evaluation	adv_manner	adv_temporal	for_pp	fut	in_pp	neg	noSubj	past	perfect	present	progressive	prt
acceptance	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acceptcard	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acceptng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acceptor	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acceptst	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accepty	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acceralt	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accereditate	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accerelate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accertain	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accese	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
access	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
accessibility	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accessible	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1
accession	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
accessorise	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
accessorize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accessory	1	1	1	1	1	1	1	1	1	5	1	1	3	3	1
accesss	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1
accessto	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1
acchieve	1	1	1	1	1	1	1	1	1	5	1	1	1	1	5
acchrndd	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
accidend	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accident	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
accidental	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
accidentally	1	1	1	1	5	1	1	1	1	1	1	1	5	1	1
accidentd	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
accknowledge	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acclaim	1	1	1	1	1	1	1	1	1	4	2	2	2	1	1
acclamation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acclamitise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acclerate	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
acclerlate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acclimate	1	1	1	1	1	1	1	1	1	4	1	2	2	2	1
acclimatise	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
acclimatize	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
acclitic	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accmopany	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accmpany	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1
accmulate	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
accode	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accofollow	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accoion	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accolrd	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accom	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accomadate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accomdate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accommmodate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accommoda	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accommodate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
accommodatin	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accommodation	1	1	1	1	1	1	2	1	1	5	1	1	1	1	1
accommode	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accommondate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accommpany	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
accomodate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
accomodation	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
accomondate	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accomopany	1	1	1	1	1	1	1	1	1	5	1	1	1	1	5
accompagny	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1
accompai	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accompain	1	1	1	1	1	1	1	1	1	4	5	4	1	1	1
accompainy	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accompamy	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accompan	1	1	1	1	1	1	1	1	1	4	2	1	1	2	1
accompanid	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accompanine	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accompanio	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accompanlish	1	1	1	1	1	1	1	1	5	1	5	5	1	1	1
accompanny	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accompany	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
accompanye	1	1	1	1	1	1	1	1	1	2	5	2	1	1	1
accompanyy	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1
accompaoman	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accompay	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accompish	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accompli	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accomplice	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
accomplish	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1
accompnai	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accompnay	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accompny	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
accompolish	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
accomppany	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accompy	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accont	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accoord	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accopany	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
accopmany	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accord	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordae	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordance	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordd	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordee	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accordidng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordifng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordig	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordign	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordik7to	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordin	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordind	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordingg	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordingly	1	1	1	1	1	1	1	1	1	2	2	4	2	1	1
accordingto	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordinmg	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordint	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accordion	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordiong	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
accordle	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordong	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordr	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accordung	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accore	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accorede	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accoride	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accoridng	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
accorig	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accort	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
accoss	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
accost	1	1	1	1	1	1	1	1	1	3	4	2	1	1	1
accostome	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accotrd	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accoudee	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accounce	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
accounnd	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
accounnt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
account	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
accountability	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
accountable	1	1	1	1	1	1	1	1	1	4	2	1	2	2	1
accountancy	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accountd	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accountig	1	1	1	1	1	1	1	5	1	5	1	1	1	1	1
accountiung	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accountsfollow	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accout	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
accoutrement	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
accpet	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
accpompany	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accpt	1	1	1	1	1	1	1	1	1	4	4	5	2	1	1
accquire	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1
accrd	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accrdo	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accredict	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accredit	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1
accreditate	1	1	1	1	3	1	1	1	1	3	1	3	3	1	1
accreditation	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1
accrete	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
accretion	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
accretive	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
accro	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accrode	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accrodng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accroissement	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accross	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accruable	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accrue	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
accude	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accue	1	1	1	1	1	1	1	1	1	1	1	2	5	1	1
accuir	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acculmulate	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acculumate	1	1	1	1	1	2	1	1	1	2	4	2	2	1	1
accumalate	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accumlate	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1
accummulate	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
accumualt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accumulatd	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accumulate	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1
accumulator	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accumule	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accunt	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1
accur	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accurate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accurately	1	1	1	1	1	1	1	1	3	3	1	1	3	1	1
accure	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
accurse	1	1	1	1	1	1	1	1	1	2	4	2	2	1	1
accus	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
accusation	1	1	1	1	1	1	1	1	1	4	1	1	2	1	2
accusd	1	1	1	1	1	1	1	1	1	3	5	3	1	1	1
accuse	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1
accusedel	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accusedg	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accusedpresident	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
accusedt	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accuser	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
accusomt	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
accuss	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
accust	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
accustom	1	1	1	1	1	1	1	1	1	5	1	2	2	1	1
accyunt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acdp	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
ace	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
acede	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
aceed	1	1	1	1	1	1	1	1	5	5	1	5	5	1	1
aceede	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
aceept	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
aceh	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
acehnese	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acept	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
acer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
acertain	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acevedo	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acf	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
acf-action	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acftu	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
acgree	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ach	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
acharge	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ache	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1
acheieve	1	1	1	1	1	1	1	5	1	1	5	5	1	1	1
acheive	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1
acheng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acheve	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
achhieve	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achiave	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achieive	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achieivng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achievable	1	1	1	1	1	1	1	1	1	3	3	3	3	1	1
achieve	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
achieveational	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achievee	1	1	1	1	1	1	1	1	1	4	1	1	2	2	1
achieveed	1	1	1	1	1	1	2	2	2	3	1	4	3	1	1
achievement	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
achievement-sharing	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
achiever	1	1	1	1	1	1	1	1	2	2	2	1	4	1	1
achievment	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
achikzad	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achille	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
achim	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
achive	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1
achiven	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achknowledge	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
achnowledge	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1
achoe	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
achor	1	1	1	1	1	1	1	1	1	5	4	4	1	1	4
achy	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acid	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
acidify	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acidize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acieve	1	1	1	1	1	1	2	1	2	5	1	1	1	1	1
acig	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ack	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
ackhowledge	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknoledge	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknolwdge	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
acknolwedge	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1
acknow	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknowedge	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
acknoweldge	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
acknoweledge	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknowl	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1
acknowldege	1	1	1	1	1	1	1	1	1	2	5	1	1	1	1
acknowldge	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
acknowlede	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acknowledegd	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknowledege	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknowledgd	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
acknowledge	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
acknowledgee	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
acknowledgeed	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknowledgement	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
acknowledgment	1	1	1	1	1	1	1	1	1	3	1	1	4	1	1
acknowledh	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acknowlegd	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
acknowlegde	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acknowlege	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1
acknwoledge	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
ackowledge	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
aclude	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
acne	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acnowledge	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1
acocunt	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
acog	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acommodate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acommodation	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acommpany	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acompany	1	1	1	1	1	1	1	1	1	4	1	1	2	2	1
acomplish	1	1	1	1	1	1	1	1	1	3	1	4	3	1	1
aconowledge	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
acoord	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acord	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acorrd	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acorss	1	1	1	1	1	1	1	1	1	2	1	1	5	1	1
acoss	1	1	1	1	1	1	1	1	1	3	1	1	5	1	1
acount	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1
acov	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
acp	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acp\/eu	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acqaint	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acqauir	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
acquaint	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
acquaintance	1	1	1	1	1	1	1	1	1	3	1	1	4	1	1
acquaplan	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acqui	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acquiesce	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
acquire	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
acquired	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acquiringe	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
acquisce	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acquisition	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
acquisitionsand	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acquit	1	1	1	1	1	1	1	1	1	4	3	3	1	1	1
acquite	1	1	1	1	1	1	1	1	1	4	4	3	1	1	1
acquittal	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
acquittt	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
acqure	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acqury	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
acre	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acreage	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acredit	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acrid	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
acriss	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acro	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
acro1c	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acrobat	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acrobatic	1	1	1	1	1	1	1	1	1	2	1	1	5	1	1
acronym	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acroo	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
across	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
across-the-board	1	1	1	1	1	1	1	1	1	4	5	4	1	2	1
acrosss	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acrss	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
acscmkany	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acsend	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
act	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
acted	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acti	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actiave	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
actin	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
action	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
action-oriented	1	1	1	1	1	1	1	1	1	5	1	3	3	1	1
action-packed	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
action-to	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actionn	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actionnaire	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actitivite	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
activate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
active	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
actively	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
activi	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
activiate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
activiete	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
activise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
activisit	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
activist	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
activitate	1	1	1	1	3	1	1	1	1	5	1	3	3	1	1
activite	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
activitist	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
activity	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
activize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
activte	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
activy	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actor	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
actor-director	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actor\/director	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actp	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actress	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1
actse	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actu	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actual	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actualise	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actualize	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
actualjxgid	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
actually	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1
actuary	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actuate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
actuellement	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
actvist	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actvity	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
actyng	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acuire	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acunpuncture	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acupuncture	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1
acupuncturist	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
acuqire	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acura	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
acurfew	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acus	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1
acusacione	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acuse	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
acuss	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acustome	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
acute	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acutely	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acvcord	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acvcus	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acw	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
acww	1	1	1	1	1	1	1	1	1	4	1	1	2	2	1
acx3	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
acxt	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ad	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
ad-diyar	1	1	1	1	1	1	1	1	1	5	1	1	2	1	1
ad-hoc	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
ad-libbing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	5
ad2	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
adage	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
adam	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1
adama	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
adamage	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
adamant	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1
adamu	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
adan	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
