"docid"	"segmentid"	"verb"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"brown_learned"	"177"	"hold"	"A week later the Daily Journal had discovered the initial plans of some Providence citizens to hold a meeting honoring John Brown on the day of his execution ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"178"	"hold"	"The reception was held in a private dining room of the Webster Hotel on Lincoln Park West ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"179"	"hold"	"Arlen is one of the few ( possibly the only ) composer Mercer has been able to work with so closely , for they held their meetings in Arlen's study ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"180"	"hold"	"Most drill presses have a quill return spring that raises the spindle automatically when the feed lever is released and holds the quill in the raised position ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_editorial"	"181"	"hold"	"The speed is controlled by pressing on the two brake buttons located where the index finger and thumb are placed when holding the motor ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"182"	"hold"	"White people hold the line as long as they can , and in as many ways as they can , from verbal intimidation to physical violence ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_hobbies"	"183"	"hold"	"Mold was used as pattern and clay cut by holding knife at about 45-degree angle , to form an undercut , making base smaller than the pattern top ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_religion"	"184"	"hold"	"You know that I could hold right here in my hand the little chunk of uranium metal that was the heart of the bomb that dropped on Hiroshima ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"185"	"hold"	"He held that no group of colonists could set up or maintain a government without royal sanction ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"186"	"hold"	"Since his Christ was to be life size , how was Mary to hold him on her lap without the relationship seeming ungainly ? ?"	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"187"	"hold"	"The eventual prize in this new battle was the public printing contract that Woodruff still held ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"188"	"hold"	"An old gentlemen next to me held a Boy Scout bugle to his lips and blasted away at every fourth step and during the interim shouted out , `` V for Victory '' ! !"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"189"	"hold"	"Cattle drove to the northern ranges and held for two winters to mature 'em into prime beef were said to be `` double wintered '' ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_hobbies"	"190"	"hold"	"For the central storage , Tri-State buys one acre , Buries its tanks and simply holds permanent title to that piece ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_religion"	"191"	"hold"	"I place His precepts and His leadings above every seeming probability , dismissing cherished convictions and holding the wisdom of man as folly when opposed to Him ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"192"	"hold"	"Although I suggested that you hold the bar at the back of the neck there's no reason why you shouldn't make some experiments with the bar held in front of the neck ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_hobbies"	"193"	"hold"	"Try pegging down each separate branch to the earth , using a bobby pin to hold it there ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"194"	"hold"	"The books of the school hold a memorial to her ; ;"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"195"	"hold"	"After a while , Kitty murmured something to Cappy , and he held her close , answering , `` We'll just have to wait till we pull into Philly , honey '' ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_news"	"196"	"hold"	"With a Democratic administration , party patronage would normally begin to flow to Mississippi if it had held its Democratic solidarity in the November election ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_government"	"197"	"hold"	"Blockade runners can be stopped -- by gunfire , if necessary -- searched and held , at least temporarily ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"198"	"hold"	"But the Company of the Indies , holding to its program of economy , made no arrangements to furnish better goods at attractive prices ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_learned"	"199"	"hold"	"Increased experimentation with multipurpose agencies , especially those that combine afresh the traditional functions of family and child welfare services , holds rich promise for the future ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"200"	"hold"	"No man could have reached his spot nor held it without being ruthless , and Hague had made a virtue of ruthlessness all of his life ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"201"	"hold"	"Bienville realized that if the French were to hold the southeastern tribes against the enticements of British goods , French traders must be able to offer a supply as abundant as the Carolinians and at reasonable prices ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"202"	"hold"	"`` How could the mess be admitted , because it appears to be the very opposite of form and therefore destructive of the very thing that art holds itself to be '' ? ?"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_romance"	"203"	"hold"	"The first meeting was held in Faneuil Hall , a great big place where we were able to meet members from all the other states ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_hobbies"	"204"	"hold"	"To find the other stop screw position , insert the tappet into the frame and hold the screw head tight against the frame edge ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_news"	"205"	"hold"	"The law which governs home rule charter petitions states that they must be referred to the chairman of the board of canvassers for verification of the signatures within 10 days and Mr. Martinelli happens to hold that post ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"206"	"hold"	"The dirt on the soiled objects is mechanically held by surface irregularities to some extent ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_hobbies"	"207"	"hold"	"The avocado should have a `` give '' to it , as you hold it , when it is ripe ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"208"	"hold"	"That experience holds a lesson for us all in regard to birth control today ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"209"	"hold"	"Not with the memory of her folks and the lost Conestoga still holding her close ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"210"	"hold"	"The Indians were not impressed and held to the Carolina traders , who swarmed over the country , almost to the Mississippi ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"211"	"hold"	"Seed crops hold a prominent place in the agricultural economy of the United States ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"212"	"hold"	"'' The other important difference between the two Constitutions was that the President of the Confederacy held office for six ( instead of four ) years , and was limited to one term ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"213"	"hold"	"The anti-assignment statute was held not to prevent the American corporation from suing for a refund of taxes paid by the British corporation ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_science_fiction"	"214"	"hold"	"`` I held still for the same thing , didn't I ? ?"	"DYNAMIC"	"BOTH"	"BOTH"
"brown_religion"	"215"	"hold"	"Most realtors and real estate brokers talk of themselves as `` professional people '' with the cultural and moral values held by the traditional professions ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_mystery"	"216"	"hold"	"Vecchio was nodding and pointing at the large suitcase he held ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"217"	"hold"	"As the Juniors entered the ring , Mr. Spring , the announcer , stated over the public-address system that this was the 28th year that Westminster has held the Finals of the Junior Competition ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_government"	"218"	"hold"	"However , as much time as possible should be spent within the shelter to hold radiation exposure to a minimum ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"219"	"hold"	"Five held for trial"	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"220"	"hold"	"Marquet held my briefcase ; ;"	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"221"	"hold"	"The Pathet Lao forces held two northern provinces and openly took the offensive in three more ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"222"	"hold"	"To hold 'em in a compact mass was `` close herdin' '' ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_editorial"	"223"	"hold"	"When I hold my son he stiffens his whole body in my arms until he is as straight and stiff as a board ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_romance"	"224"	"hold"	"`` There is not space to hold or force to guard any increased number of prisoners ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"225"	"hold"	"And there is a way in which he might hold that badness did in this case precede our own feeling of disapproval without belonging to the pain itself ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"226"	"hold"	"She held Jonathan's letter , his words burning like a brand , and knew suddenly that the bonds between them were severed ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"227"	"hold"	"And this , I think , holds for values as well as life styles ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"228"	"hold"	"He simply would not work his arithmetic problems when the teacher held his class ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_fiction"	"229"	"hold"	"He slapped the reins on the back of the powerful gray horse and held on as the sulky's wheels hit a pothole and came out with a jolt and went on ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_fiction"	"230"	"hold"	"It's your decision '' , said Juanita , holding her face very still , trying to contain the bitterness of her voice as she enunciated her words too distinctly ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"231"	"hold"	"It has held them at bay ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"232"	"hold"	"To solve the problem of the wheat grains spilling on the floor and getting underfoot , a ball of maple syrup boiled to candy consistency was invented to hold the grains ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_religion"	"233"	"hold"	"It is the power that holds the stars in their orbits , but allows the wind to bend a blade of grass ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_reviews"	"234"	"hold"	"It holds an equally valuable lesson for a society where the word `` intellectual '' has become a term of opprobrium to millions of well-meaning people who somehow imagine that it must be destructive of the simpler human virtues ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"235"	"hold"	"He was riding between two warriors , who held him erect when he started to slump ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"236"	"hold"	"As it was , it took the pigment well for six hours , enough for our purpose , and held it firmly in setting ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_hobbies"	"237"	"hold"	"The best procedure is to have a few friends hold the planking in place while you mark it off ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_fiction"	"238"	"hold"	"`` Don't hold him like that ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"239"	"hold"	"Conventional images of Jews have this in common with all perceptions of a configuration in which one feature is held constant : images can be both true and false ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_romance"	"240"	"hold"	"`` Well '' , Heiser ventured , `` why don't we hold an investigation with questioning and '' --"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_fiction"	"241"	"hold"	"He thought he saw -- it awakened and , for a moment , interested him -- that Elizabeth held a leash in her hand and that a round fuzzy puppy was on the end of the leash ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"242"	"hold"	"Unfortunately , this assumption does not always hold good ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"243"	"hold"	"These began to be apparent in a press conference held during the second illness in order that the consulting specialists might clarify the President's condition for the nation ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_government"	"244"	"hold"	"There we held `` that the statutory scheme for review , within the selective service system , entitles [ conscientious objectors ] to no guarantee that the FBI reports must be produced for their inspection '' ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_adventure"	"245"	"hold"	"Donald Kruger would like nothing better than to hold him as hostage , and I wouldn't entrust a snake to his tender care ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_mystery"	"246"	"hold"	"Gun held his breath a moment , pushing the volume and pitch of his voice down under the trapdoor in his throat ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_lore"	"247"	"hold"	"This method of countin' was usually done at the request , and in the presence , of a representative of the bank that held the papers against the herd ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_reviews"	"248"	"hold"	"Ontario's foliage is most vivid from about Sept. 23 to Oct. 10 , with both Muskoka ( 100 miles north of Toronto ) and Haliburton ( 125 miles northwest of Toronto ) holding color cavalcades starting Sept. 23 ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"249"	"hold"	"The highly important Dyer patents on the sliding gear transmission were held by the A.L.A.M. pool ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_romance"	"250"	"hold"	"People came in and out all evening to see the baby and hold it ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_hobbies"	"251"	"hold"	"Place mold or paper pattern on rolled clay and cut clay by holding knife in vertical position ( cut more pieces than required for project to make allowance for defects ; ;"	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"252"	"hold"	"In the Dunn-Atherton memorandum of February 4 , 1942 , the State Department had expected to be able to hold Russia in check by withholding agreement to her 1941 boundaries ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"253"	"hold"	"or allowing survival of a dividend carryover to a personal holding company ( section 381(c)(14) ) , but not carryover of excess tax credits for foreign taxes ? ?"	"CONTEXT"	"STATIVE"	"BOTH"
"brown_hobbies"	"254"	"hold"	"Instead of 3 a.m. in the past , the Juniors Class at Westminster was held at 4:45 p.m. ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"255"	"hold"	"The Pirates jumped off to an 11-3 start by May 1 last year , when the Redbirds as well as the Dodgers held them even over the season ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_reviews"	"256"	"hold"	"He may respect too much the Italian tradition of letting singers hold on to their notes , but to restrain them in a singers' opera may be quite difficult ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"257"	"hold"	"For it includes the emotional ties that bind men to their homeland and the complex motivations that hold a large group of people together as a unit ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_mystery"	"258"	"hold"	"All this went through Casey's mind in the first instant , but what held his interest was the fact that these two should be together at all ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"259"	"hold"	"A number of C clamps hold the pieces together on the jig until the glue sets ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_romance"	"260"	"hold"	"God knew his tears were his to shed if he so desired , for it had not been with an egotist's rage for fame that he had held precious his naval career ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"261"	"hold"	"The Fourth Corps assaulted and carried a small portion of the enemy works but could not hold possession of the gain for want of cooperation from the balance of the line ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"262"	"hold"	"Fuzzy caterpillars , snails with their sensitive horns , struggling grasshoppers held by their long hind legs and commanded to `` spit tobacco , spit '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"263"	"hold"	"The audition was held a few minutes later in somebody's apartment ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_lore"	"264"	"hold"	"As for me , I am holding in reserve two huge puzzles ( I love puzzles ) to put together when time hangs heavy on my hands ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_romance"	"265"	"hold"	"Besides , suppose we hold a court of inquiry , then what ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
